0,63.6,,Time,Treflect
,,,379.2,20.5
,,,379.3,20.47
,,,379.4,20.53
,,,379.5,20.51
,,,379.6,20.49
,,,379.7,20.55
,,,379.8,20.56
,,,379.9,20.53
,,,380,20.52
,,,380.1,20.5
,,,380.2,20.54
,,,380.3,20.52
,,,380.4,20.51
,,,380.5,20.52
,,,380.6,20.54
,,,380.7,20.5
,,,380.8,20.6
,,,380.9,20.53
,,,381,20.51
,,,381.1,20.54
,,,381.2,20.51
,,,381.3,20.53
,,,381.4,20.56
,,,381.5,20.52
,,,381.6,20.57
,,,381.7,20.52
,,,381.8,20.52
,,,381.9,20.51
,,,382,20.49
,,,382.1,20.56
,,,382.2,20.53
,,,382.3,20.55
,,,382.4,20.51
,,,382.5,20.52
,,,382.6,20.53
,,,382.7,20.54
,,,382.8,20.55
,,,382.9,20.49
,,,383,20.48
,,,383.1,20.53
,,,383.2,20.49
,,,383.3,20.5
,,,383.4,20.52
,,,383.5,20.51
,,,383.6,20.48
,,,383.7,20.47
,,,383.8,20.45
,,,383.9,20.47
,,,384,20.53
,,,384.1,20.45
,,,384.2,20.45
,,,384.3,20.52
,,,384.4,20.51
,,,384.5,20.47
,,,384.6,20.46
,,,384.7,20.49
,,,384.8,20.53
,,,384.9,20.59
,,,385,20.5
,,,385.1,20.51
,,,385.2,20.49
,,,385.3,20.47
,,,385.4,20.48
,,,385.5,20.51
,,,385.6,20.55
,,,385.7,20.52
,,,385.8,20.51
,,,385.9,20.48
,,,386,20.45
,,,386.1,20.41
,,,386.2,20.41
,,,386.3,20.42
,,,386.4,20.46
,,,386.5,20.47
,,,386.6,20.43
,,,386.7,20.43
,,,386.8,20.47
,,,386.9,20.47
,,,387,20.45
,,,387.1,20.44
,,,387.2,20.45
,,,387.3,20.47
,,,387.4,20.48
,,,387.5,20.46
,,,387.6,20.52
,,,387.7,20.5
,,,387.8,20.5
,,,387.9,20.46
,,,388,20.46
,,,388.1,20.5
,,,388.2,20.46
,,,388.3,20.44
,,,388.4,20.48
,,,388.5,20.49
,,,388.6,20.49
,,,388.7,20.49
,,,388.8,20.49
,,,388.9,20.49
,,,389,20.49
,,,389.1,20.49
,,,389.2,20.49
,,,389.3,20.49
,,,389.4,20.49
,,,389.5,20.49
,,,389.6,20.49
,,,389.7,20.49
,,,389.8,20.47
,,,389.9,20.47
,,,390,20.48
,,,390.1,20.52
,,,390.2,20.53
,,,390.3,20.51
,,,390.4,20.47
,,,390.5,20.47
,,,390.6,20.48
,,,390.7,20.53
,,,390.8,20.5
,,,390.9,20.47
,,,391,20.52
,,,391.1,20.46
,,,391.2,20.47
,,,391.3,20.46
,,,391.4,20.52
,,,391.5,20.54
,,,391.6,20.48
,,,391.7,20.56
,,,391.8,20.5
,,,391.9,20.51
,,,392,20.53
,,,392.1,20.5
,,,392.2,20.58
,,,392.3,20.56
,,,392.4,20.54
,,,392.5,20.59
,,,392.6,20.59
,,,392.7,20.53
,,,392.8,20.53
,,,392.9,20.57
,,,393,20.53
,,,393.1,20.57
,,,393.2,20.55
,,,393.3,20.48
,,,393.4,20.48
,,,393.5,20.53
,,,393.6,20.51
,,,393.7,20.52
,,,393.8,20.53
,,,393.9,20.5
,,,394,20.48
,,,394.1,20.48
,,,394.2,20.47
,,,394.3,20.51
,,,394.4,20.52
,,,394.5,20.55
,,,394.6,20.51
,,,394.7,20.54
,,,394.8,20.48
,,,394.9,20.52
,,,395,20.53
,,,395.1,20.53
,,,395.2,20.54
,,,395.3,20.5
,,,395.4,20.58
,,,395.5,20.57
,,,395.6,20.52
,,,395.7,20.5
,,,395.8,20.56
,,,395.9,20.58
,,,396,20.61
,,,396.1,20.51
,,,396.2,20.57
,,,396.3,20.53
,,,396.4,20.52
,,,396.5,20.58
,,,396.6,20.58
,,,396.7,20.56
,,,396.8,20.56
,,,396.9,20.51
,,,397,20.56
,,,397.1,20.52
,,,397.2,20.51
,,,397.3,20.49
,,,397.4,20.57
,,,397.5,20.58
,,,397.6,20.56
,,,397.7,20.59
,,,397.8,20.57
,,,397.9,20.57
,,,398,20.55
,,,398.1,20.58
,,,398.2,20.55
,,,398.3,20.57
,,,398.4,20.55
,,,398.5,20.57
,,,398.6,20.58
,,,398.7,20.6
,,,398.8,20.63
,,,398.9,20.6
,,,399,20.65
,,,399.1,20.61
,,,399.2,20.6
,,,399.3,20.59
,,,399.4,20.59
,,,399.5,20.62
,,,399.6,20.58
,,,399.7,20.54
,,,399.8,20.53
,,,399.9,20.6
,,,400,20.58
,,,400.1,20.56
,,,400.2,20.58
,,,400.3,20.61
,,,400.4,20.59
,,,400.5,20.64
,,,400.6,20.61
,,,400.7,20.64
,,,400.8,20.62
,,,400.9,20.66
,,,401,20.68
,,,401.1,20.69
,,,401.2,20.67
,,,401.3,20.63
,,,401.4,20.63
,,,401.5,20.61
,,,401.6,20.65
,,,401.7,20.64
,,,401.8,20.65
,,,401.9,20.63
,,,402,20.62
,,,402.1,20.58
,,,402.2,20.63
,,,402.3,20.58
,,,402.4,20.58
,,,402.5,20.59
,,,402.6,20.57
,,,402.7,20.61
,,,402.8,20.61
,,,402.9,20.58
,,,403,20.58
,,,403.1,20.59
,,,403.2,20.56
,,,403.3,20.64
,,,403.4,20.65
,,,403.5,20.64
,,,403.6,20.66
,,,403.7,20.66
,,,403.8,20.65
,,,403.9,20.62
,,,404,20.63
,,,404.1,20.67
,,,404.2,20.62
,,,404.3,20.64
,,,404.4,20.62
,,,404.5,20.68
,,,404.6,20.62
,,,404.7,20.61
,,,404.8,20.62
,,,404.9,20.64
,,,405,20.63
,,,405.1,20.57
,,,405.2,20.56
,,,405.3,20.61
,,,405.4,20.56
,,,405.5,20.66
,,,405.6,20.66
,,,405.7,20.62
,,,405.8,20.63
,,,405.9,20.63
,,,406,20.71
,,,406.1,20.69
,,,406.2,20.6
,,,406.3,20.6
,,,406.4,20.63
,,,406.5,20.64
,,,406.6,20.61
,,,406.7,20.6
,,,406.8,20.58
,,,406.9,20.61
,,,407,20.64
,,,407.1,20.59
,,,407.2,20.57
,,,407.3,20.64
,,,407.4,20.66
,,,407.5,20.57
,,,407.6,20.6
,,,407.7,20.61
,,,407.8,20.64
,,,407.9,20.63
,,,408,20.58
,,,408.1,20.56
,,,408.2,20.6
,,,408.3,20.62
,,,408.4,20.62
,,,408.5,20.59
,,,408.6,20.56
,,,408.7,20.58
,,,408.8,20.58
,,,408.9,20.58
,,,409,20.6
,,,409.1,20.55
,,,409.2,20.6
,,,409.3,20.54
,,,409.4,20.51
,,,409.5,20.53
,,,409.6,20.53
,,,409.7,20.54
,,,409.8,20.52
,,,409.9,20.56
,,,410,20.53
,,,410.1,20.51
,,,410.2,20.51
,,,410.3,20.51
,,,410.4,20.48
,,,410.5,20.48
,,,410.6,20.56
,,,410.7,20.54
,,,410.8,20.5
,,,410.9,20.52
,,,411,20.55
,,,411.1,20.55
,,,411.2,20.59
,,,411.3,20.54
,,,411.4,20.56
,,,411.5,20.53
,,,411.6,20.52
,,,411.7,20.53
,,,411.8,20.55
,,,411.9,20.6
,,,412,20.54
,,,412.1,20.52
,,,412.2,20.54
,,,412.3,20.48
,,,412.4,20.51
,,,412.5,20.62
,,,412.6,20.62
,,,412.7,20.62
,,,412.8,20.61
,,,412.9,20.58
,,,413,20.61
,,,413.1,20.65
,,,413.2,20.63
,,,413.3,20.65
,,,413.4,20.6
,,,413.5,20.6
,,,413.6,20.6
,,,413.7,20.6
,,,413.8,20.64
,,,413.9,20.61
,,,414,20.58
,,,414.1,20.62
,,,414.2,20.58
,,,414.3,20.64
,,,414.4,20.66
,,,414.5,20.63
,,,414.6,20.63
,,,414.7,20.58
,,,414.8,20.57
,,,414.9,20.57
,,,415,20.54
,,,415.1,20.51
,,,415.2,20.53
,,,415.3,20.54
,,,415.4,20.62
,,,415.5,20.56
,,,415.6,20.55
,,,415.7,20.56
,,,415.8,20.6
,,,415.9,20.6
,,,416,20.59
,,,416.1,20.64
,,,416.2,20.56
,,,416.3,20.52
,,,416.4,20.54
,,,416.5,20.57
,,,416.6,20.53
,,,416.7,20.53
,,,416.8,20.57
,,,416.9,20.52
,,,417,20.53
,,,417.1,20.51
,,,417.2,20.52
,,,417.3,20.51
,,,417.4,20.51
,,,417.5,20.59
,,,417.6,20.57
,,,417.7,20.55
,,,417.8,20.55
,,,417.9,20.58
,,,418,20.55
,,,418.1,20.59
,,,418.2,20.59
,,,418.3,20.6
,,,418.4,20.55
,,,418.5,20.53
,,,418.6,20.51
,,,418.7,20.51
,,,418.8,20.54
,,,418.9,20.51
,,,419,20.53
,,,419.1,20.51
,,,419.2,20.52
,,,419.3,20.57
,,,419.4,20.58
,,,419.5,20.55
,,,419.6,20.48
,,,419.7,20.47
,,,419.8,20.52
,,,419.9,20.5
,,,420,20.55
,,,420.1,20.55
,,,420.2,20.52
,,,420.3,20.55
,,,420.4,20.54
,,,420.5,20.51
,,,420.6,20.5
,,,420.7,20.52
,,,420.8,20.47
,,,420.9,20.46
,,,421,20.47
,,,421.1,20.48
,,,421.2,20.5
,,,421.3,20.5
,,,421.4,20.5
,,,421.5,20.5
,,,421.6,20.53
,,,421.7,20.55
,,,421.8,20.55
,,,421.9,20.54
,,,422,20.57
,,,422.1,20.57
,,,422.2,20.61
,,,422.3,20.59
,,,422.4,20.54
,,,422.5,20.59
,,,422.6,20.58
,,,422.7,20.56
,,,422.8,20.55
,,,422.9,20.55
,,,423,20.58
,,,423.1,20.56
,,,423.2,20.51
,,,423.3,20.57
,,,423.4,20.56
,,,423.5,20.56
,,,423.6,20.56
,,,423.7,20.53
,,,423.8,20.51
,,,423.9,20.5
,,,424,20.52
,,,424.1,20.54
,,,424.2,20.5
,,,424.3,20.46
,,,424.4,20.49
,,,424.5,20.46
,,,424.6,20.48
,,,424.7,20.45
,,,424.8,20.55
,,,424.9,20.48
,,,425,20.47
,,,425.1,20.49
,,,425.2,20.46
,,,425.3,20.48
,,,425.4,20.48
,,,425.5,20.46
,,,425.6,20.52
,,,425.7,20.49
,,,425.8,20.53
,,,425.9,20.48
,,,426,20.48
,,,426.1,20.5
,,,426.2,20.49
,,,426.3,20.52
,,,426.4,20.52
,,,426.5,20.51
,,,426.6,20.52
,,,426.7,20.49
,,,426.8,20.49
,,,426.9,20.51
,,,427,20.53
,,,427.1,20.55
,,,427.2,20.54
,,,427.3,20.53
,,,427.4,20.51
,,,427.5,20.57
,,,427.6,20.57
,,,427.7,20.53
,,,427.8,20.56
,,,427.9,20.55
,,,428,20.53
,,,428.1,20.5
,,,428.2,20.51
,,,428.3,20.53
,,,428.4,20.54
,,,428.5,20.52
,,,428.6,20.47
,,,428.7,20.51
,,,428.8,20.5
,,,428.9,20.55
,,,429,20.6
,,,429.1,20.49
,,,429.2,20.49
,,,429.3,20.52
,,,429.4,20.55
,,,429.5,20.55
,,,429.6,20.55
,,,429.7,20.53
,,,429.8,20.6
,,,429.9,20.52
,,,430,20.5
,,,430.1,20.5
,,,430.2,20.52
,,,430.3,20.49
,,,430.4,20.51
,,,430.5,20.5
,,,430.6,20.49
,,,430.7,20.49
,,,430.8,20.52
,,,430.9,20.52
,,,431,20.5
,,,431.1,20.5
,,,431.2,20.48
,,,431.3,20.51
,,,431.4,20.5
,,,431.5,20.51
,,,431.6,20.49
,,,431.7,20.51
,,,431.8,20.53
,,,431.9,20.57
,,,432,20.53
,,,432.1,20.49
,,,432.2,20.51
,,,432.3,20.56
,,,432.4,20.51
,,,432.5,20.5
,,,432.6,20.5
,,,432.7,20.5
,,,432.8,20.51
,,,432.9,20.51
,,,433,20.51
,,,433.1,20.53
,,,433.2,20.53
,,,433.3,20.52
,,,433.4,20.52
,,,433.5,20.55
,,,433.6,20.56
,,,433.7,20.52
,,,433.8,20.54
,,,433.9,20.55
,,,434,20.56
,,,434.1,20.57
,,,434.2,20.51
,,,434.3,20.48
,,,434.4,20.48
,,,434.5,20.46
,,,434.6,20.48
,,,434.7,20.45
,,,434.8,20.43
,,,434.9,20.47
,,,435,20.5
,,,435.1,20.52
,,,435.2,20.47
,,,435.3,20.51
,,,435.4,20.52
,,,435.5,20.48
,,,435.6,20.44
,,,435.7,20.45
,,,435.8,20.51
,,,435.9,20.51
,,,436,20.53
,,,436.1,20.59
,,,436.2,20.57
,,,436.3,20.57
,,,436.4,20.6
,,,436.5,20.6
,,,436.6,20.56
,,,436.7,20.55
,,,436.8,20.54
,,,436.9,20.61
,,,437,20.58
,,,437.1,20.6
,,,437.2,20.59
,,,437.3,20.56
,,,437.4,20.55
,,,437.5,20.5
,,,437.6,20.52
,,,437.7,20.5
,,,437.8,20.54
,,,437.9,20.54
,,,438,20.56
,,,438.1,20.58
,,,438.2,20.55
,,,438.3,20.56
,,,438.4,20.52
,,,438.5,20.54
,,,438.6,20.52
,,,438.7,20.52
,,,438.8,20.5
,,,438.9,20.5
,,,439,20.49
,,,439.1,20.51
,,,439.2,20.53
,,,439.3,20.55
,,,439.4,20.54
,,,439.5,20.54
,,,439.6,20.54
,,,439.7,20.56
,,,439.8,20.51
,,,439.9,20.51
,,,440,20.49
,,,440.1,20.51
,,,440.2,20.5
,,,440.3,20.52
,,,440.4,20.55
,,,440.5,20.54
,,,440.6,20.53
,,,440.7,20.52
,,,440.8,20.51
,,,440.9,20.58
,,,441,20.55
,,,441.1,20.52
,,,441.2,20.49
,,,441.3,20.55
,,,441.4,20.57
,,,441.5,20.54
,,,441.6,20.54
,,,441.7,20.54
,,,441.8,20.53
,,,441.9,20.57
,,,442,20.55
,,,442.1,20.64
,,,442.2,20.59
,,,442.3,20.56
,,,442.4,20.54
,,,442.5,20.6
,,,442.6,20.56
,,,442.7,20.55
,,,442.8,20.55
,,,442.9,20.54
,,,443,20.51
,,,443.1,20.5
,,,443.2,20.52
,,,443.3,20.57
,,,443.4,20.53
,,,443.5,20.51
,,,443.6,20.56
,,,443.7,20.51
,,,443.8,20.52
,,,443.9,20.55
,,,444,20.56
,,,444.1,20.52
,,,444.2,20.56
,,,444.3,20.54
,,,444.4,20.59
,,,444.5,20.55
,,,444.6,20.54
,,,444.7,20.57
,,,444.8,20.55
,,,444.9,20.51
,,,445,20.54
,,,445.1,20.55
,,,445.2,20.58
,,,445.3,20.5
,,,445.4,20.51
,,,445.5,20.56
,,,445.6,20.58
,,,445.7,20.55
,,,445.8,20.54
,,,445.9,20.58
,,,446,20.56
,,,446.1,20.54
,,,446.2,20.56
,,,446.3,20.52
,,,446.4,20.56
,,,446.5,20.63
,,,446.6,20.62
,,,446.7,20.58
,,,446.8,20.61
,,,446.9,20.66
,,,447,20.61
,,,447.1,20.62
,,,447.2,20.62
,,,447.3,20.59
,,,447.4,20.53
,,,447.5,20.56
,,,447.6,20.55
,,,447.7,20.58
,,,447.8,20.6
,,,447.9,20.59
,,,448,20.57
,,,448.1,20.55
,,,448.2,20.58
,,,448.3,20.57
,,,448.4,20.57
,,,448.5,20.57
,,,448.6,20.57
,,,448.7,20.57
,,,448.8,20.57
,,,448.9,20.57
,,,449,20.57
,,,449.1,20.57
,,,449.2,20.57
,,,449.3,20.57
,,,449.4,20.57
,,,449.5,20.57
,,,449.6,20.57
,,,449.7,20.53
,,,449.8,20.51
,,,449.9,20.56
,,,450,20.52
,,,450.1,20.53
,,,450.2,20.52
,,,450.3,20.49
,,,450.4,20.52
,,,450.5,20.5
,,,450.6,20.56
,,,450.7,20.52
,,,450.8,20.53
,,,450.9,20.54
,,,451,20.57
,,,451.1,20.57
,,,451.2,20.6
,,,451.3,20.56
,,,451.4,20.54
,,,451.5,20.61
,,,451.6,20.54
,,,451.7,20.54
,,,451.8,20.53
,,,451.9,20.53
,,,452,20.56
,,,452.1,20.57
,,,452.2,20.57
,,,452.3,20.55
,,,452.4,20.57
,,,452.5,20.61
,,,452.6,20.55
,,,452.7,20.52
,,,452.8,20.52
,,,452.9,20.52
,,,453,20.56
,,,453.1,20.59
,,,453.2,20.59
,,,453.3,20.54
,,,453.4,20.53
,,,453.5,20.49
,,,453.6,20.49
,,,453.7,20.51
,,,453.8,20.54
,,,453.9,20.54
,,,454,20.54
,,,454.1,20.54
,,,454.2,20.54
,,,454.3,20.54
,,,454.4,20.54
,,,454.5,20.54
,,,454.6,20.54
,,,454.7,20.54
,,,454.8,20.54
,,,454.9,20.54
,,,455,20.54
,,,455.1,20.52
,,,455.2,20.52
,,,455.3,20.59
,,,455.4,20.62
,,,455.5,20.56
,,,455.6,20.5
,,,455.7,20.55
,,,455.8,20.53
,,,455.9,20.47
,,,456,20.5
,,,456.1,20.5
,,,456.2,20.49
,,,456.3,20.57
,,,456.4,20.51
,,,456.5,20.53
,,,456.6,20.52
,,,456.7,20.59
,,,456.8,20.57
,,,456.9,20.55
,,,457,20.53
,,,457.1,20.55
,,,457.2,20.53
,,,457.3,20.56
,,,457.4,20.53
,,,457.5,20.54
,,,457.6,20.53
,,,457.7,20.53
,,,457.8,20.53
,,,457.9,20.53
,,,458,20.52
,,,458.1,20.54
,,,458.2,20.57
,,,458.3,20.57
,,,458.4,20.56
,,,458.5,20.57
,,,458.6,20.55
,,,458.7,20.58
,,,458.8,20.56
,,,458.9,20.56
,,,459,20.52
,,,459.1,20.46
,,,459.2,20.41
,,,459.3,20.46
,,,459.4,20.41
,,,459.5,20.4
,,,459.6,20.37
,,,459.7,20.38
,,,459.8,20.41
,,,459.9,20.38
,,,460,20.4
,,,460.1,20.39
,,,460.2,20.41
,,,460.3,20.41
,,,460.4,20.4
,,,460.5,20.47
,,,460.6,20.5
,,,460.7,20.47
,,,460.8,20.46
,,,460.9,20.39
,,,461,20.42
,,,461.1,20.4
,,,461.2,20.37
,,,461.3,20.4
,,,461.4,20.41
,,,461.5,20.42
,,,461.6,20.4
,,,461.7,20.44
,,,461.8,20.46
,,,461.9,20.5
,,,462,20.44
,,,462.1,20.42
,,,462.2,20.44
,,,462.3,20.42
,,,462.4,20.44
,,,462.5,20.42
,,,462.6,20.43
,,,462.7,20.49
,,,462.8,20.54
,,,462.9,20.54
,,,463,20.55
,,,463.1,20.55
,,,463.2,20.5
,,,463.3,20.48
,,,463.4,20.52
,,,463.5,20.51
,,,463.6,20.53
,,,463.7,20.46
,,,463.8,20.47
,,,463.9,20.52
,,,464,20.51
,,,464.1,20.51
,,,464.2,20.51
,,,464.3,20.55
,,,464.4,20.5
,,,464.5,20.48
,,,464.6,20.47
,,,464.7,20.48
,,,464.8,20.48
,,,464.9,20.5
,,,465,20.56
,,,465.1,20.55
,,,465.2,20.55
,,,465.3,20.54
,,,465.4,20.53
,,,465.5,20.56
,,,465.6,20.54
,,,465.7,20.58
,,,465.8,20.58
,,,465.9,20.55
,,,466,20.55
,,,466.1,20.53
,,,466.2,20.53
,,,466.3,20.55
,,,466.4,20.58
,,,466.5,20.56
,,,466.6,20.59
,,,466.7,20.57
,,,466.8,20.53
,,,466.9,20.51
,,,467,20.52
,,,467.1,20.55
,,,467.2,20.51
,,,467.3,20.52
,,,467.4,20.52
,,,467.5,20.51
,,,467.6,20.54
,,,467.7,20.49
,,,467.8,20.53
,,,467.9,20.53
,,,468,20.49
,,,468.1,20.51
,,,468.2,20.49
,,,468.3,20.51
,,,468.4,20.54
,,,468.5,20.56
,,,468.6,20.5
,,,468.7,20.48
,,,468.8,20.47
,,,468.9,20.46
,,,469,20.45
,,,469.1,20.46
,,,469.2,20.48
,,,469.3,20.46
,,,469.4,20.49
,,,469.5,20.45
,,,469.6,20.47
,,,469.7,20.49
,,,469.8,20.48
,,,469.9,20.47
,,,470,20.44
,,,470.1,20.42
,,,470.2,20.42
,,,470.3,20.47
,,,470.4,20.47
,,,470.5,20.46
,,,470.6,20.49
,,,470.7,20.51
,,,470.8,20.51
,,,470.9,20.48
,,,471,20.51
,,,471.1,20.49
,,,471.2,20.48
,,,471.3,20.46
,,,471.4,20.46
,,,471.5,20.53
,,,471.6,20.5
,,,471.7,20.52
,,,471.8,20.49
,,,471.9,20.46
,,,472,20.46
,,,472.1,20.45
,,,472.2,20.5
,,,472.3,20.49
,,,472.4,20.5
,,,472.5,20.45
,,,472.6,20.43
,,,472.7,20.49
,,,472.8,20.48
,,,472.9,20.51
,,,473,20.48
,,,473.1,20.49
,,,473.2,20.53
,,,473.3,20.5
,,,473.4,20.5
,,,473.5,20.48
,,,473.6,20.48
,,,473.7,20.51
,,,473.8,20.52
,,,473.9,20.5
,,,474,20.48
,,,474.1,20.52
,,,474.2,20.54
,,,474.3,20.52
,,,474.4,20.51
,,,474.5,20.53
,,,474.6,20.51
,,,474.7,20.54
,,,474.8,20.56
,,,474.9,20.56
,,,475,20.58
,,,475.1,20.55
,,,475.2,20.53
,,,475.3,20.57
,,,475.4,20.62
,,,475.5,20.56
,,,475.6,20.57
,,,475.7,20.57
,,,475.8,20.56
,,,475.9,20.56
,,,476,20.63
,,,476.1,20.61
,,,476.2,20.65
,,,476.3,20.55
,,,476.4,20.55
,,,476.5,20.55
,,,476.6,20.58
,,,476.7,20.58
,,,476.8,20.58
,,,476.9,20.51
,,,477,20.52
,,,477.1,20.62
,,,477.2,20.58
,,,477.3,20.62
,,,477.4,20.61
,,,477.5,20.58
,,,477.6,20.6
,,,477.7,20.56
,,,477.8,20.56
,,,477.9,20.56
,,,478,20.55
,,,478.1,20.55
,,,478.2,20.62
,,,478.3,20.57
,,,478.4,20.57
,,,478.5,20.53
,,,478.6,20.51
,,,478.7,20.53
,,,478.8,20.52
,,,478.9,20.56
,,,479,20.55
,,,479.1,20.5
,,,479.2,20.53
,,,479.3,20.5
,,,479.4,20.55
,,,479.5,20.5
,,,479.6,20.48
,,,479.7,20.52
,,,479.8,20.53
,,,479.9,20.54
,,,480,20.55
,,,480.1,20.46
,,,480.2,20.45
,,,480.3,20.47
,,,480.4,20.43
,,,480.5,20.51
,,,480.6,20.46
,,,480.7,20.49
,,,480.8,20.45
,,,480.9,20.46
,,,481,20.48
,,,481.1,20.51
,,,481.2,20.5
,,,481.3,20.49
,,,481.4,20.53
,,,481.5,20.55
,,,481.6,20.51
,,,481.7,20.56
,,,481.8,20.53
,,,481.9,20.59
,,,482,20.63
,,,482.1,20.62
,,,482.2,20.62
,,,482.3,20.57
,,,482.4,20.61
,,,482.5,20.64
,,,482.6,20.66
,,,482.7,20.64
,,,482.8,20.66
,,,482.9,20.71
,,,483,20.69
,,,483.1,20.66
,,,483.2,20.64
,,,483.3,20.63
,,,483.4,20.64
,,,483.5,20.64
,,,483.6,20.68
,,,483.7,20.72
,,,483.8,20.71
,,,483.9,20.74
,,,484,20.72
,,,484.1,20.7
,,,484.2,20.7
,,,484.3,20.74
,,,484.4,20.74
,,,484.5,20.69
,,,484.6,20.69
,,,484.7,20.71
,,,484.8,20.72
,,,484.9,20.73
,,,485,20.72
,,,485.1,20.68
,,,485.2,20.69
,,,485.3,20.71
,,,485.4,20.7
,,,485.5,20.71
,,,485.6,20.69
,,,485.7,20.65
,,,485.8,20.65
,,,485.9,20.66
,,,486,20.67
,,,486.1,20.7
,,,486.2,20.69
,,,486.3,20.73
,,,486.4,20.74
,,,486.5,20.71
,,,486.6,20.69
,,,486.7,20.74
,,,486.8,20.71
,,,486.9,20.75
,,,487,20.73
,,,487.1,20.67
,,,487.2,20.68
,,,487.3,20.66
,,,487.4,20.68
,,,487.5,20.71
,,,487.6,20.73
,,,487.7,20.75
,,,487.8,20.79
,,,487.9,20.77
,,,488,20.79
,,,488.1,20.79
,,,488.2,20.77
,,,488.3,20.82
,,,488.4,20.83
,,,488.5,20.78
,,,488.6,20.86
,,,488.7,20.78
,,,488.8,20.8
,,,488.9,20.79
,,,489,20.81
,,,489.1,20.8
,,,489.2,20.81
,,,489.3,20.81
,,,489.4,20.83
,,,489.5,20.85
,,,489.6,20.89
,,,489.7,20.82
,,,489.8,20.81
,,,489.9,20.83
,,,490,20.84
,,,490.1,20.8
,,,490.2,20.79
,,,490.3,20.81
,,,490.4,20.82
,,,490.5,20.79
,,,490.6,20.84
,,,490.7,20.89
,,,490.8,20.86
,,,490.9,20.9
,,,491,20.86
,,,491.1,20.85
,,,491.2,20.88
,,,491.3,20.88
,,,491.4,20.86
,,,491.5,20.9
,,,491.6,20.9
,,,491.7,20.88
,,,491.8,20.91
,,,491.9,20.9
,,,492,20.91
,,,492.1,20.86
,,,492.2,20.87
,,,492.3,20.86
,,,492.4,20.86
,,,492.5,20.89
,,,492.6,20.87
,,,492.7,20.88
,,,492.8,20.85
,,,492.9,20.83
,,,493,20.88
,,,493.1,20.81
,,,493.2,20.82
,,,493.3,20.84
,,,493.4,20.88
,,,493.5,20.88
,,,493.6,20.84
,,,493.7,20.86
,,,493.8,20.89
,,,493.9,20.84
,,,494,20.81
,,,494.1,20.79
,,,494.2,20.86
,,,494.3,20.88
,,,494.4,20.86
,,,494.5,20.84
,,,494.6,20.84
,,,494.7,20.82
,,,494.8,20.85
,,,494.9,20.82
,,,495,20.83
,,,495.1,20.85
,,,495.2,20.88
,,,495.3,20.91
,,,495.4,20.91
,,,495.5,20.91
,,,495.6,20.89
,,,495.7,20.88
,,,495.8,20.9
,,,495.9,20.92
,,,496,20.89
,,,496.1,20.91
,,,496.2,20.92
,,,496.3,20.96
,,,496.4,20.92
,,,496.5,20.89
,,,496.6,20.95
,,,496.7,20.91
,,,496.8,20.91
,,,496.9,20.89
,,,497,20.93
,,,497.1,20.93
,,,497.2,20.92
,,,497.3,20.89
,,,497.4,20.9
,,,497.5,20.89
,,,497.6,20.91
,,,497.7,20.92
,,,497.8,20.95
,,,497.9,20.89
,,,498,20.92
,,,498.1,20.86
,,,498.2,20.87
,,,498.3,20.88
,,,498.4,20.9
,,,498.5,20.93
,,,498.6,20.88
,,,498.7,20.9
,,,498.8,20.93
,,,498.9,20.85
,,,499,20.89
,,,499.1,20.9
,,,499.2,20.91
,,,499.3,20.95
,,,499.4,20.96
,,,499.5,20.93
,,,499.6,20.9
,,,499.7,20.93
,,,499.8,20.9
,,,499.9,20.92
,,,500,20.92
,,,500.1,20.92
,,,500.2,20.94
,,,500.3,20.93
,,,500.4,20.93
,,,500.5,20.89
,,,500.6,20.89
,,,500.7,20.92
,,,500.8,20.94
,,,500.9,20.92
,,,501,20.9
,,,501.1,20.92
,,,501.2,20.91
,,,501.3,20.95
,,,501.4,20.92
,,,501.5,20.92
,,,501.6,20.94
,,,501.7,20.93
,,,501.8,20.96
,,,501.9,20.99
,,,502,20.98
,,,502.1,20.98
,,,502.2,20.98
,,,502.3,21.01
,,,502.4,20.99
,,,502.5,21.02
,,,502.6,21.02
,,,502.7,20.97
,,,502.8,20.95
,,,502.9,20.98
,,,503,20.95
,,,503.1,20.94
,,,503.2,20.96
,,,503.3,20.98
,,,503.4,20.96
,,,503.5,20.99
,,,503.6,20.98
,,,503.7,20.94
,,,503.8,20.99
,,,503.9,20.98
,,,504,20.98
,,,504.1,21.02
,,,504.2,21.01
,,,504.3,20.97
,,,504.4,20.94
,,,504.5,20.94
,,,504.6,20.97
,,,504.7,21.03
,,,504.8,21
,,,504.9,20.99
,,,505,20.95
,,,505.1,20.91
,,,505.2,20.95
,,,505.3,20.92
,,,505.4,20.95
,,,505.5,20.92
,,,505.6,20.96
,,,505.7,20.95
,,,505.8,20.99
,,,505.9,20.97
,,,506,20.95
,,,506.1,20.94
,,,506.2,20.96
,,,506.3,20.96
,,,506.4,20.98
,,,506.5,20.96
,,,506.6,20.96
,,,506.7,20.99
,,,506.8,20.96
,,,506.9,20.94
,,,507,20.94
,,,507.1,20.94
,,,507.2,20.95
,,,507.3,21.02
,,,507.4,20.96
,,,507.5,20.98
,,,507.6,20.97
,,,507.7,20.99
,,,507.8,20.94
,,,507.9,20.95
,,,508,20.94
,,,508.1,20.98
,,,508.2,20.98
,,,508.3,20.98
,,,508.4,20.98
,,,508.5,20.98
,,,508.6,20.98
